  -3.1415927e+00  -3.6444626e+00  -3.6444626e+00   3.6444626e+00   3.6444626e+00
  -3.0787608e+00  -3.7209156e+00  -3.5680106e+00   3.5418752e+00   3.7470510e+00
  -3.0159289e+00  -3.7972940e+00  -3.4916349e+00   3.4393899e+00   3.8495390e+00
  -2.9530971e+00  -3.8735225e+00  -3.4154109e+00   3.3371079e+00   3.9518256e+00
  -2.8902652e+00  -3.9495259e+00  -3.3394138e+00   3.2351302e+00   4.0538096e+00
  -2.8274334e+00  -4.0252292e+00  -3.2637187e+00   3.1335573e+00   4.1553906e+00
  -2.7646015e+00  -4.1005576e+00  -3.1884001e+00   3.0324896e+00   4.2564681e+00
  -2.7017697e+00  -4.1754368e+00  -3.1135324e+00   2.9320268e+00   4.3569425e+00
  -2.6389378e+00  -4.2497929e+00  -3.0391895e+00   2.8322680e+00   4.4567145e+00
  -2.5761060e+00  -4.3235526e+00  -2.9654447e+00   2.7333116e+00   4.5556857e+00
  -2.5132741e+00  -4.3966429e+00  -2.8923707e+00   2.6352553e+00   4.6537583e+00
  -2.4504423e+00  -4.4689918e+00  -2.8200397e+00   2.5381959e+00   4.7508356e+00
  -2.3876104e+00  -4.5405278e+00  -2.7485229e+00   2.4422290e+00   4.8468217e+00
  -2.3247786e+00  -4.6111803e+00  -2.6778911e+00   2.3474495e+00   4.9416218e+00
  -2.2619467e+00  -4.6808796e+00  -2.6082137e+00   2.2539508e+00   5.0351424e+00
  -2.1991149e+00  -4.7495568e+00  -2.5395595e+00   2.1618252e+00   5.1272912e+00
  -2.1362830e+00  -4.8171442e+00  -2.4719964e+00   2.0711635e+00   5.2179771e+00
  -2.0734512e+00  -4.8835750e+00  -2.4055908e+00   1.9820552e+00   5.3071106e+00
  -2.0106193e+00  -4.9487836e+00  -2.3404084e+00   1.8945882e+00   5.3946038e+00
  -1.9477874e+00  -5.0127056e+00  -2.2765133e+00   1.8088488e+00   5.4803702e+00
  -1.8849556e+00  -5.0752779e+00  -2.2139687e+00   1.7249215e+00   5.5643252e+00
  -1.8221237e+00  -5.1364388e+00  -2.1528362e+00   1.6428892e+00   5.6463858e+00
  -1.7592919e+00  -5.1961277e+00  -2.0931761e+00   1.5628327e+00   5.7264711e+00
  -1.6964600e+00  -5.2542858e+00  -2.0350473e+00   1.4848311e+00   5.8045020e+00
  -1.6336282e+00  -5.3108556e+00  -1.9785070e+00   1.4089612e+00   5.8804015e+00
  -1.5707963e+00  -5.3657812e+00  -1.9236111e+00   1.3352979e+00   5.9540945e+00
  -1.5079645e+00  -5.4190084e+00  -1.8704137e+00   1.2639138e+00   6.0255083e+00
  -1.4451326e+00  -5.4704846e+00  -1.8189672e+00   1.1948793e+00   6.0945725e+00
  -1.3823008e+00  -5.5201590e+00  -1.7693225e+00   1.1282626e+00   6.1612189e+00
  -1.3194689e+00  -5.5679824e+00  -1.7215283e+00   1.0641293e+00   6.2253815e+00
  -1.2566371e+00  -5.6139077e+00  -1.6756320e+00   1.0025426e+00   6.2869971e+00
  -1.1938052e+00  -5.6578894e+00  -1.6316787e+00   9.4356322e-01   6.3460048e+00
  -1.1309734e+00  -5.6998841e+00  -1.5897117e+00   8.8724940e-01   6.4023464e+00
  -1.0681415e+00  -5.7398503e+00  -1.5497726e+00   8.3365663e-01   6.4559663e+00
  -1.0053096e+00  -5.7777485e+00  -1.5119006e+00   7.8283774e-01   6.5068114e+00
  -9.4247780e-01  -5.8135413e+00  -1.4761331e+00   7.3484284e-01   6.5548316e+00
  -8.7964594e-01  -5.8471933e+00  -1.4425054e+00   6.8971922e-01   6.5999794e+00
  -8.1681409e-01  -5.8786712e+00  -1.4110505e+00   6.4751138e-01   6.6422104e+00
  -7.5398224e-01  -5.9079440e+00  -1.3817996e+00   6.0826091e-01   6.6814827e+00
  -6.9115038e-01  -5.9349826e+00  -1.3547815e+00   5.7200650e-01   6.7177576e+00
  -6.2831853e-01  -5.9597605e+00  -1.3300227e+00   5.3878387e-01   6.7509993e+00
  -5.6548668e-01  -5.9822530e+00  -1.3075477e+00   5.0862578e-01   6.7811750e+00
  -5.0265482e-01  -6.0024380e+00  -1.2873787e+00   4.8156192e-01   6.8082548e+00
  -4.3982297e-01  -6.0202954e+00  -1.2695355e+00   4.5761897e-01   6.8322120e+00
  -3.7699112e-01  -6.0358078e+00  -1.2540357e+00   4.3682051e-01   6.8530230e+00
  -3.1415927e-01  -6.0489596e+00  -1.2408945e+00   4.1918703e-01   6.8706671e+00
  -2.5132741e-01  -6.0597380e+00  -1.2301250e+00   4.0473589e-01   6.8851271e+00
  -1.8849556e-01  -6.0681323e+00  -1.2217376e+00   3.9348134e-01   6.8963886e+00
  -1.2566371e-01  -6.0741341e+00  -1.2157408e+00   3.8543444e-01   6.9044405e+00
  -6.2831853e-02  -6.0777376e+00  -1.2121403e+00   3.8060313e-01   6.9092748e+00
   4.4408921e-16  -6.0789392e+00  -1.2109397e+00   3.7899217e-01   6.9108867e+00
   6.2831853e-02  -6.0777376e+00  -1.2121403e+00   3.8060313e-01   6.9092748e+00
   1.2566371e-01  -6.0741341e+00  -1.2157408e+00   3.8543444e-01   6.9044405e+00
   1.8849556e-01  -6.0681323e+00  -1.2217376e+00   3.9348134e-01   6.8963886e+00
   2.5132741e-01  -6.0597380e+00  -1.2301250e+00   4.0473589e-01   6.8851271e+00
   3.1415927e-01  -6.0489596e+00  -1.2408945e+00   4.1918703e-01   6.8706671e+00
   3.7699112e-01  -6.0358078e+00  -1.2540357e+00   4.3682051e-01   6.8530230e+00
   4.3982297e-01  -6.0202954e+00  -1.2695355e+00   4.5761897e-01   6.8322120e+00
   5.0265482e-01  -6.0024380e+00  -1.2873787e+00   4.8156192e-01   6.8082548e+00
   5.6548668e-01  -5.9822530e+00  -1.3075477e+00   5.0862578e-01   6.7811750e+00
   6.2831853e-01  -5.9597605e+00  -1.3300227e+00   5.3878387e-01   6.7509993e+00
   6.9115038e-01  -5.9349826e+00  -1.3547815e+00   5.7200650e-01   6.7177576e+00
   7.5398224e-01  -5.9079440e+00  -1.3817996e+00   6.0826091e-01   6.6814827e+00
